qname	qlength	qstart	qend	strand	tname	tlength	tstart	tend	divergence	mapq	attributes
9	183372	27476	28098	-	94620633	622	0	622	0.0000	60	mm:0;ins:0,0;del:0,0;score:622
1	1238593	1204779	1205035	-	94739303	879	383	639	0.0781	60	mm:20;ins:0,0;del:0,0;score:156
18	87812	56773	57376	-	94811275	603	0	603	0.0000	60	mm:0;ins:0,0;del:0,0;score:603
6	591782	303351	304253	-	94885570	902	0	902	0.0000	60	mm:0;ins:0,0;del:0,0;score:902
6	591782	582260	582976	-	95311396	1822	937	1639	0.0698	47	mm:36;ins:1,14;del:0,0;score:502
6	591782	78030	78614	+	95477482	640	34	618	0.0308	1	mm:18;ins:0,0;del:0,0;score:494
14	116408	91888	93054	-	95696665	1166	0	1166	0.0000	60	mm:0;ins:0,0;del:0,0;score:1166
1	1238593	350559	350671	-	96165234	742	0	114	0.0769	60	mm:1;ins:1,3;del:1,5;score:84
2	676873	75687	76429	-	96165234	742	0	742	0.0000	60	mm:0;ins:0,0;del:0,0;score:742
6	591782	332170	332834	+	98113600	664	0	664	0.0000	60	mm:0;ins:0,0;del:0,0;score:664
3	369480	180739	181429	+	98489738	690	0	690	0.0000	60	mm:0;ins:0,0;del:0,0;score:690
7	474387	290019	292140	+	98750902	2121	0	2121	0.0000	60	mm:0;ins:0,0;del:0,0;score:2121
16	107813	63134	64158	+	98819366	1024	0	1024	0.0000	60	mm:0;ins:0,0;del:0,0;score:1024
6	591782	490189	492646	-	98901253	2457	0	2457	0.0000	60	mm:0;ins:0,0;del:0,0;score:2457
7	474387	19013	19646	+	99078548	633	0	633	0.0095	60	mm:6;ins:0,0;del:0,0;score:603
12	131948	39201	39844	-	99524759	643	0	643	0.0000	60	mm:0;ins:0,0;del:0,0;score:643
1	1238593	1609	1689	+	99524759	643	108	188	0.0000	60	mm:0;ins:0,0;del:0,0;score:80
1	1238593	528166	528995	+	100171457	998	0	831	0.0265	60	mm:20;ins:0,0;del:1,2;score:721
10	150036	86415	86538	-	100171457	998	882	998	0.0569	60	mm:0;ins:1,7;del:0,0;score:103
2	676873	512485	513303	-	100274776	818	0	818	0.0000	60	mm:0;ins:0,0;del:0,0;score:818
1	1238593	1149267	1149861	+	101074563	594	0	594	0.0000	60	mm:0;ins:0,0;del:0,0;score:594
5	308816	209303	209897	-	101074563	594	0	594	0.0000	60	mm:0;ins:0,0;del:0,0;score:594
7	474387	102011	102100	-	101450567	1437	1348	1437	0.0112	60	mm:1;ins:0,0;del:0,0;score:84
1	1238593	930164	930290	+	101550259	1187	0	127	0.0157	23	mm:1;ins:0,0;del:1,1;score:114
4	319932	223819	225006	-	101550259	1187	0	1187	0.0000	60	mm:0;ins:0,0;del:0,0;score:1187
2	676873	20163	23786	+	102357360	3623	0	3623	0.0000	60	mm:0;ins:0,0;del:0,0;score:3623
7	474387	180610	181193	+	103117461	583	0	583	0.0000	60	mm:0;ins:0,0;del:0,0;score:583
1	1238593	423139	423800	+	104188178	661	0	661	0.0000	60	mm:0;ins:0,0;del:0,0;score:661
8	284015	240633	241349	+	105761402	716	0	716	0.0000	60	mm:0;ins:0,0;del:0,0;score:716
1	1238593	1078394	1079014	-	105829944	620	0	620	0.0000	60	mm:0;ins:0,0;del:0,0;score:620
1	1238593	5888	5996	+	106055434	676	568	676	0.0000	60	mm:0;ins:0,0;del:0,0;score:108
7	474387	393617	394245	-	106186027	628	0	628	0.0000	60	mm:0;ins:0,0;del:0,0;score:628
1	1238593	86399	88985	+	106671540	2586	0	2586	0.0000	60	mm:0;ins:0,0;del:0,0;score:2586
1	1238593	79786	82372	-	106671540	2586	0	2586	0.0000	60	mm:0;ins:0,0;del:0,0;score:2586
2	676873	248128	248230	-	106802947	861	604	706	0.0000	60	mm:0;ins:0,0;del:0,0;score:102
14	116408	58855	58929	-	106933128	878	276	350	0.0135	0	mm:1;ins:0,0;del:0,0;score:69
6	591782	117962	118679	+	106952821	717	0	717	0.0000	60	mm:0;ins:0,0;del:0,0;score:717
14	116408	90952	91480	-	107201228	528	0	528	0.0000	60	mm:0;ins:0,0;del:0,0;score:528
20	62468	43575	44223	+	107568468	648	0	648	0.0000	60	mm:0;ins:0,0;del:0,0;score:648
1	1238593	457824	458335	+	108082771	620	108	620	0.0469	60	mm:23;ins:0,0;del:1,1;score:389
13	131654	58230	58418	-	108374024	560	0	188	0.0106	60	mm:2;ins:0,0;del:0,0;score:178
13	131654	79596	80167	-	108953060	571	0	571	0.0000	60	mm:0;ins:0,0;del:0,0;score:571
16	107813	34507	35240	-	109038377	733	0	733	0.0300	60	mm:22;ins:0,0;del:0,0;score:623
8	284015	266410	267110	+	109058978	700	0	700	0.0000	60	mm:0;ins:0,0;del:0,0;score:700
2	676873	265848	266548	-	109058978	700	0	700	0.0000	60	mm:0;ins:0,0;del:0,0;score:700
11	237718	236630	237330	-	109058978	700	0	700	0.0000	60	mm:0;ins:0,0;del:0,0;score:700
7	474387	116720	117241	-	109436558	521	0	521	0.0154	60	mm:8;ins:0,0;del:0,0;score:481
10	150036	87501	88250	+	110390601	749	0	749	0.0000	60	mm:0;ins:0,0;del:0,0;score:749
6	591782	534427	534946	-	110473388	519	0	519	0.0000	60	mm:0;ins:0,0;del:0,0;score:519
2	676873	511267	512468	-	110477602	1201	0	1201	0.0000	60	mm:0;ins:0,0;del:0,0;score:1201
4	319932	151183	152299	+	110803663	1116	0	1116	0.0000	60	mm:0;ins:0,0;del:0,0;score:1116
23	48977	21839	24394	+	110829018	2555	0	2555	0.0000	60	mm:0;ins:0,0;del:0,0;score:2555
7	474387	46573	47225	-	111779313	652	0	652	0.0000	60	mm:0;ins:0,0;del:0,0;score:652
4	319932	303192	303917	+	111923613	725	0	725	0.0000	60	mm:0;ins:0,0;del:0,0;score:725
1	1238593	720468	721203	-	112183011	735	0	735	0.0000	60	mm:0;ins:0,0;del:0,0;score:735
6	591782	23439	23604	-	112523338	661	257	422	0.0061	60	mm:1;ins:0,0;del:0,0;score:160
15	103233	60623	60724	-	112523338	661	420	521	0.0000	60	mm:0;ins:0,0;del:0,0;score:101
11	237718	40432	41781	-	112853350	1349	0	1349	0.0000	60	mm:0;ins:0,0;del:0,0;score:1349
4	319932	64597	65274	+	113261414	677	0	677	0.0000	60	mm:0;ins:0,0;del:0,0;score:677
2	676873	591478	591707	-	113437197	840	49	278	0.0393	14	mm:9;ins:0,0;del:0,0;score:184
1	1238593	1065609	1066322	-	113495160	713	0	713	0.0000	60	mm:0;ins:0,0;del:0,0;score:713
1	1238593	799559	800100	-	113729450	541	0	541	0.0000	60	mm:0;ins:0,0;del:0,0;score:541
1	1238593	1147339	1147841	-	114354576	502	0	502	0.0000	60	mm:0;ins:0,0;del:0,0;score:502
9	183372	155677	156305	-	114390615	628	0	628	0.0000	60	mm:0;ins:0,0;del:0,0;score:628
9	183372	71163	71430	+	114426762	629	183	447	0.0225	60	mm:3;ins:1,3;del:0,0;score:240
1	1238593	948565	949890	-	114455918	1325	0	1325	0.0000	60	mm:0;ins:0,0;del:0,0;score:1325
1	1238593	804277	805098	+	114624166	821	0	821	0.0000	60	mm:0;ins:0,0;del:0,0;score:821
2	676873	10704	11257	-	115050285	553	0	553	0.0000	60	mm:0;ins:0,0;del:0,0;score:553
4	319932	298876	299633	-	115445836	757	0	757	0.0000	60	mm:0;ins:0,0;del:0,0;score:757
5	308816	206069	207630	+	115477158	1561	0	1561	0.0000	60	mm:0;ins:0,0;del:0,0;score:1561
7	474387	146763	147267	-	115777703	504	0	504	0.0000	60	mm:0;ins:0,0;del:0,0;score:504
1	1238593	761225	762184	+	115785670	959	0	959	0.0000	60	mm:0;ins:0,0;del:0,0;score:959
7	474387	312460	313248	-	115961053	788	0	788	0.0000	60	mm:0;ins:0,0;del:0,0;score:788
5	308816	234884	235104	-	116475526	568	0	220	0.0091	60	mm:2;ins:0,0;del:0,0;score:210
3	369480	261038	261743	+	116641770	705	0	705	0.0000	60	mm:0;ins:0,0;del:0,0;score:705
15	103233	38612	38941	+	117207819	1163	623	905	0.1777	60	mm:6;ins:5,50;del:1,3;score:160
6	591782	556524	557148	+	117952823	624	0	624	0.0000	60	mm:0;ins:0,0;del:0,0;score:624
10	150036	83996	84808	+	118226118	812	0	812	0.0000	60	mm:0;ins:0,0;del:0,0;score:812
3	369480	89973	90066	+	118921676	760	636	729	0.0215	48	mm:2;ins:0,0;del:0,0;score:83
6	591782	186929	188663	+	118947133	1734	0	1734	0.0000	60	mm:0;ins:0,0;del:0,0;score:1734
6	591782	11852	12369	-	119124352	517	0	517	0.0000	60	mm:0;ins:0,0;del:0,0;score:517
20	62468	52748	54446	+	119140526	1698	0	1698	0.0000	60	mm:0;ins:0,0;del:0,0;score:1698
6	591782	342854	343677	+	119511841	823	0	823	0.0000	60	mm:0;ins:0,0;del:0,0;score:823
6	591782	157473	158099	-	120323694	626	0	626	0.0000	60	mm:0;ins:0,0;del:0,0;score:626
19	62488	19560	19862	-	121788347	989	223	525	0.0364	34	mm:11;ins:0,0;del:0,0;score:247
2	676873	224063	224589	-	121894503	526	0	526	0.0000	60	mm:0;ins:0,0;del:0,0;score:526
2	676873	225249	226848	+	122151948	1599	0	1599	0.0000	60	mm:0;ins:0,0;del:0,0;score:1599
2	676873	377847	378757	-	122749984	910	0	910	0.0000	60	mm:0;ins:0,0;del:0,0;score:910
7	474387	166826	168849	+	123087703	2023	0	2023	0.0000	50	mm:0;ins:0,0;del:0,0;score:2023
23	48977	40490	41007	-	123549090	517	0	517	0.0000	60	mm:0;ins:0,0;del:0,0;score:517
23	48977	30745	30853	+	123549090	517	409	517	0.0000	60	mm:0;ins:0,0;del:0,0;score:108
1	1238593	1137677	1138469	-	123600775	792	0	792	0.0000	60	mm:0;ins:0,0;del:0,0;score:792
3	369480	154239	155404	+	123833940	1165	0	1165	0.0000	60	mm:0;ins:0,0;del:0,0;score:1165
7	474387	442378	442988	+	124600556	628	0	628	0.1080	10	mm:12;ins:2,20;del:1,38;score:454
1	1238593	1217176	1217826	-	124775097	650	0	650	0.0000	60	mm:0;ins:0,0;del:0,0;score:650
14	116408	115632	115738	+	125154199	587	397	503	0.0283	33	mm:3;ins:0,0;del:0,0;score:91
4	319932	147963	149008	-	125209891	1045	0	1045	0.0000	60	mm:0;ins:0,0;del:0,0;score:1045
10	150036	98080	98188	+	125209891	1045	937	1045	0.0000	60	mm:0;ins:0,0;del:0,0;score:108
11	237718	62037	63810	-	125539977	1773	0	1773	0.0000	60	mm:0;ins:0,0;del:0,0;score:1773
22	29686	25808	26755	-	125929048	972	21	972	0.0305	60	mm:25;ins:0,0;del:1,4;score:812
1	1238593	834650	835365	-	125991908	715	0	715	0.0000	2	mm:0;ins:0,0;del:0,0;score:715
3	369480	142028	145682	-	126276905	3654	0	3654	0.0000	60	mm:0;ins:0,0;del:0,0;score:3654
3	369480	6917	7109	-	126276905	3654	3462	3654	0.0052	60	mm:1;ins:0,0;del:0,0;score:187
14	116408	6224	9498	+	126353330	3274	0	3274	0.0000	60	mm:0;ins:0,0;del:0,0;score:3274
5	308816	153020	154160	-	128083401	1140	0	1140	0.0000	60	mm:0;ins:0,0;del:0,0;score:1140
6	591782	249296	249404	+	128083401	1140	78	186	0.0093	43	mm:1;ins:0,0;del:0,0;score:103
1	1238593	377092	377170	-	128083401	1140	108	186	0.0000	60	mm:0;ins:0,0;del:0,0;score:78
2	676873	128358	129754	+	128626110	1396	0	1396	0.0000	60	mm:0;ins:0,0;del:0,0;score:1396
3	369480	104824	105384	-	128818230	560	0	560	0.0000	60	mm:0;ins:0,0;del:0,0;score:560
5	308816	298915	299763	+	129349709	848	0	848	0.0000	60	mm:0;ins:0,0;del:0,0;score:848
12	131948	8115	8963	+	129349709	848	0	848	0.0000	60	mm:0;ins:0,0;del:0,0;score:848
10	150036	15757	16441	+	129420455	684	0	684	0.0000	60	mm:0;ins:0,0;del:0,0;score:684
4	319932	25244	25746	+	130450186	502	0	502	0.0000	60	mm:0;ins:0,0;del:0,0;score:502
1	1238593	276656	277741	-	130676898	1085	0	1085	0.0000	60	mm:0;ins:0,0;del:0,0;score:1085
6	591782	3105	4089	-	130809261	984	0	984	0.0000	60	mm:0;ins:0,0;del:0,0;score:984
12	131948	79230	79825	+	131680532	595	0	595	0.0000	60	mm:0;ins:0,0;del:0,0;score:595
1	1238593	1064485	1065060	-	131782045	575	0	575	0.0000	60	mm:0;ins:0,0;del:0,0;score:575
6	591782	152211	152788	+	132213040	577	0	577	0.0000	60	mm:0;ins:0,0;del:0,0;score:577
1	1238593	238624	239748	-	132239927	1124	0	1124	0.0000	60	mm:0;ins:0,0;del:0,0;score:1124
4	319932	82947	83454	+	132811644	507	0	507	0.0000	60	mm:0;ins:0,0;del:0,0;score:507
2	676873	448627	449752	+	132965764	1127	0	1127	0.0266	60	mm:28;ins:0,0;del:1,2;score:977
7	474387	303918	304569	-	133177357	651	0	651	0.0000	60	mm:0;ins:0,0;del:0,0;score:651
17	150032	80809	81540	-	133473995	731	0	731	0.0000	60	mm:0;ins:0,0;del:0,0;score:731
1	1238593	428530	429218	-	134317451	688	0	688	0.0000	60	mm:0;ins:0,0;del:0,0;score:688
3	369480	368060	369156	+	135019709	1096	0	1096	0.0000	60	mm:0;ins:0,0;del:0,0;score:1096
22	29686	0	145	+	135019709	1096	951	1096	0.0000	60	mm:0;ins:0,0;del:0,0;score:145
6	591782	292675	292820	-	135019709	1096	951	1096	0.0000	60	mm:0;ins:0,0;del:0,0;score:145
21	33754	5105	7634	+	135073610	2529	0	2529	0.0000	60	mm:0;ins:0,0;del:0,0;score:2529
4	319932	169344	170081	-	135270198	737	0	737	0.0000	60	mm:0;ins:0,0;del:0,0;score:737
2	676873	154422	155030	-	135663303	608	0	608	0.0000	60	mm:0;ins:0,0;del:0,0;score:608
1	1238593	1069192	1069300	+	135886566	1214	1106	1214	0.0000	60	mm:0;ins:0,0;del:0,0;score:108
1	1238593	171948	172733	-	136206310	785	0	785	0.0000	60	mm:0;ins:0,0;del:0,0;score:785
2	676873	595561	596148	+	136344031	587	0	587	0.0000	60	mm:0;ins:0,0;del:0,0;score:587
6	591782	441917	442002	+	136344031	587	7	92	0.0000	60	mm:0;ins:0,0;del:0,0;score:85
7	474387	466263	467105	-	137220719	842	0	842	0.0000	60	mm:0;ins:0,0;del:0,0;score:842
7	474387	420895	422033	+	137253276	1138	0	1138	0.0000	60	mm:0;ins:0,0;del:0,0;score:1138
1	1238593	641551	641675	+	138426721	892	0	124	0.0161	60	mm:2;ins:0,0;del:0,0;score:114
7	474387	354736	355477	+	138760554	741	0	741	0.0000	60	mm:0;ins:0,0;del:0,0;score:741
14	116408	78030	79986	-	138760780	1956	0	1956	0.0000	60	mm:0;ins:0,0;del:0,0;score:1956
6	591782	354543	356094	+	139363430	1551	0	1551	0.0000	60	mm:0;ins:0,0;del:0,0;score:1551
8	284015	229964	230785	-	139386790	821	0	821	0.0000	60	mm:0;ins:0,0;del:0,0;score:821
18	87812	58246	58763	+	140066482	517	0	517	0.0000	60	mm:0;ins:0,0;del:0,0;score:517
1	1238593	190131	190392	+	140260130	586	269	530	0.0307	2	mm:8;ins:0,0;del:0,0;score:221
3	369480	86508	87738	-	140278386	1230	0	1230	0.0000	60	mm:0;ins:0,0;del:0,0;score:1230
8	284015	143192	144086	+	142162038	894	0	894	0.0000	60	mm:0;ins:0,0;del:0,0;score:894
3	369480	331624	332189	-	142205623	565	0	565	0.0000	60	mm:0;ins:0,0;del:0,0;score:565
15	103233	39934	42441	+	143657328	2507	0	2507	0.0000	60	mm:0;ins:0,0;del:0,0;score:2507
8	284015	77264	78013	+	144225487	749	0	749	0.0000	60	mm:0;ins:0,0;del:0,0;score:749
1	1238593	562581	563112	+	144473116	531	0	531	0.0000	60	mm:0;ins:0,0;del:0,0;score:531
1	1238593	543789	543886	+	144473116	531	288	385	0.0000	10	mm:0;ins:0,0;del:0,0;score:97
1	1238593	537190	537279	+	144473116	531	294	383	0.0000	10	mm:0;ins:0,0;del:0,0;score:89
1	1238593	854434	856228	+	144475328	1794	0	1794	0.0000	60	mm:0;ins:0,0;del:0,0;score:1794
1	1238593	82402	82912	+	144559467	510	0	510	0.0000	60	mm:0;ins:0,0;del:0,0;score:510
1	1238593	85859	86369	-	144559467	510	0	510	0.0000	60	mm:0;ins:0,0;del:0,0;score:510
4	319932	266345	267369	+	144874827	1024	0	1024	0.0000	60	mm:0;ins:0,0;del:0,0;score:1024
6	591782	323758	324267	-	145131995	509	0	509	0.0000	60	mm:0;ins:0,0;del:0,0;score:509
11	237718	44597	45130	-	146076550	533	0	533	0.0000	60	mm:0;ins:0,0;del:0,0;score:533
22	29686	773	1649	-	146189001	876	0	876	0.0000	60	mm:0;ins:0,0;del:0,0;score:876
9	183372	107682	109048	+	146315558	1366	0	1366	0.0000	60	mm:0;ins:0,0;del:0,0;score:1366
2	676873	575590	576014	-	146824271	621	0	412	0.0354	60	mm:3;ins:2,12;del:0,0;score:373
14	116408	23259	23478	+	146914434	552	334	552	0.0091	60	mm:1;ins:1,1;del:0,0;score:206
23	48977	41428	42373	+	147329748	945	0	945	0.0000	60	mm:0;ins:0,0;del:0,0;score:945
6	591782	115345	115443	-	147370366	629	228	326	0.0000	7	mm:0;ins:0,0;del:0,0;score:98
3	369480	361293	361843	+	147788635	550	0	550	0.0000	60	mm:0;ins:0,0;del:0,0;score:550
2	676873	122591	123475	-	147911959	884	0	884	0.0000	55	mm:0;ins:0,0;del:0,0;score:884
2	676873	376811	377115	+	148880407	669	160	463	0.0263	60	mm:7;ins:1,1;del:0,0;score:261
7	474387	313372	313514	-	149326275	780	254	391	0.0423	60	mm:1;ins:1,5;del:0,0;score:121
9	183372	90044	90943	+	149701666	899	0	899	0.0000	60	mm:0;ins:0,0;del:0,0;score:899
6	591782	555567	556407	+	149713307	840	0	840	0.0000	60	mm:0;ins:0,0;del:0,0;score:840
7	474387	230184	230359	-	149902820	553	378	553	0.0057	60	mm:1;ins:0,0;del:0,0;score:170
10	150036	24458	24566	-	150138406	612	0	108	0.0000	60	mm:0;ins:0,0;del:0,0;score:108
4	319932	231894	232042	+	150497671	693	297	445	0.0203	5	mm:3;ins:0,0;del:0,0;score:133
1	1238593	469354	469854	-	151530786	500	0	500	0.0000	60	mm:0;ins:0,0;del:0,0;score:500
3	369480	341958	342636	-	151789199	667	0	667	0.0397	60	mm:12;ins:2,13;del:1,2;score:572
2	676873	380947	381694	-	152456253	747	0	747	0.0000	60	mm:0;ins:0,0;del:0,0;score:747
19	62488	18380	19031	+	152577980	651	0	651	0.0000	60	mm:0;ins:0,0;del:0,0;score:651
4	319932	70106	70205	-	153036547	1354	1048	1147	0.0101	60	mm:1;ins:0,0;del:0,0;score:94
6	591782	308721	309465	-	153261537	744	0	744	0.0000	60	mm:0;ins:0,0;del:0,0;score:744
13	131654	60985	62254	-	154691139	1269	0	1269	0.0000	60	mm:0;ins:0,0;del:0,0;score:1269
2	676873	622836	623577	+	154691761	741	0	741	0.0000	60	mm:0;ins:0,0;del:0,0;score:741
17	150032	13126	13881	+	154712416	755	0	755	0.0000	60	mm:0;ins:0,0;del:0,0;score:755
7	474387	242261	242369	-	154712416	755	0	108	0.0000	60	mm:0;ins:0,0;del:0,0;score:108
7	474387	277687	278206	+	154960663	519	0	519	0.0000	60	mm:0;ins:0,0;del:0,0;score:519
11	237718	190775	192052	+	155047875	1277	0	1277	0.0000	60	mm:0;ins:0,0;del:0,0;score:1277
7	474387	268357	268442	-	155047875	1277	656	741	0.0235	60	mm:2;ins:0,0;del:0,0;score:75
17	150032	1351	3138	-	155262625	1787	0	1787	0.0000	60	mm:0;ins:0,0;del:0,0;score:1787
6	591782	516882	517838	+	155762388	956	0	956	0.0000	60	mm:0;ins:0,0;del:0,0;score:956
16	107813	65028	65638	+	156018324	610	0	610	0.0000	60	mm:0;ins:0,0;del:0,0;score:610
15	103233	67404	67526	-	156018324	610	0	122	0.0328	33	mm:4;ins:0,0;del:0,0;score:102
5	308816	210140	210222	-	156018324	610	38	120	0.0244	60	mm:2;ins:0,0;del:0,0;score:72
11	237718	229702	229823	+	156018324	610	42	163	0.0248	60	mm:3;ins:0,0;del:0,0;score:106
7	474387	20421	21111	-	156164395	690	0	690	0.0000	60	mm:0;ins:0,0;del:0,0;score:690
7	474387	237811	239394	+	156786126	1583	0	1583	0.0000	60	mm:0;ins:0,0;del:0,0;score:1583
7	474387	162169	162768	+	157323510	599	0	599	0.0000	60	mm:0;ins:0,0;del:0,0;score:599
6	591782	321915	322926	-	158022897	1011	0	1011	0.0000	60	mm:0;ins:0,0;del:0,0;score:1011
2	676873	564454	565682	+	158098265	1228	0	1228	0.0000	60	mm:0;ins:0,0;del:0,0;score:1228
6	591782	203347	203710	-	158251177	4257	2085	2456	0.0674	23	mm:17;ins:0,0;del:1,8;score:264
1	1238593	671265	672197	+	158251602	932	0	932	0.0000	56	mm:0;ins:0,0;del:0,0;score:932
9	183372	137849	138569	-	158261113	720	0	720	0.0000	60	mm:0;ins:0,0;del:0,0;score:720
1	1238593	467999	468755	-	158327466	756	0	756	0.0000	60	mm:0;ins:0,0;del:0,0;score:756
6	591782	157037	157196	+	158334909	1083	405	564	0.0189	60	mm:3;ins:0,0;del:0,0;score:144
16	107813	104162	105537	+	158424438	1375	0	1375	0.0000	60	mm:0;ins:0,0;del:0,0;score:1375
6	591782	426410	427039	+	158579592	629	0	629	0.0000	60	mm:0;ins:0,0;del:0,0;score:629
1	1238593	185716	186551	-	158592577	835	0	835	0.0000	60	mm:0;ins:0,0;del:0,0;score:835
5	308816	9310	9970	+	158596580	660	0	660	0.0000	60	mm:0;ins:0,0;del:0,0;score:660
8	284015	232459	233172	+	158637985	713	0	713	0.0000	60	mm:0;ins:0,0;del:0,0;score:713
5	308816	189260	190053	+	158676154	793	0	793	0.0000	60	mm:0;ins:0,0;del:0,0;score:793
2	676873	655910	656673	-	158703519	763	0	763	0.0000	60	mm:0;ins:0,0;del:0,0;score:763
3	369480	228207	228723	-	158718770	516	0	516	0.0000	60	mm:0;ins:0,0;del:0,0;score:516
1	1238593	149567	150461	+	158750752	894	0	894	0.0000	60	mm:0;ins:0,0;del:0,0;score:894
1	1238593	124222	125116	+	158750752	894	0	894	0.0000	60	mm:0;ins:0,0;del:0,0;score:894
1	1238593	134589	135483	-	158750752	894	0	894	0.0000	60	mm:0;ins:0,0;del:0,0;score:894
14	116408	66995	67592	-	158810834	597	0	597	0.0000	60	mm:0;ins:0,0;del:0,0;score:597
6	591782	266737	267477	+	158873333	740	0	740	0.0000	60	mm:0;ins:0,0;del:0,0;score:740
20	62468	61790	61863	+	158922926	1063	867	940	0.0274	60	mm:2;ins:0,0;del:0,0;score:63
1	1238593	726705	728425	+	158939304	1720	0	1720	0.0000	60	mm:0;ins:0,0;del:0,0;score:1720
6	591782	564338	565043	-	159038664	705	0	705	0.0000	60	mm:0;ins:0,0;del:0,0;score:705
2	676873	369415	370137	+	159039301	722	0	722	0.0000	41	mm:0;ins:0,0;del:0,0;score:722
9	183372	154307	154474	-	159081065	1388	0	167	0.0180	60	mm:3;ins:0,0;del:0,0;score:152
12	131948	118228	118766	+	159117177	538	0	538	0.0353	60	mm:19;ins:0,0;del:0,0;score:443
2	676873	650820	651580	-	159125921	760	0	760	0.0000	60	mm:0;ins:0,0;del:0,0;score:760
3	369480	97038	97818	-	159182939	780	0	780	0.0000	60	mm:0;ins:0,0;del:0,0;score:780
6	591782	246040	246781	+	159191850	741	0	741	0.0000	60	mm:0;ins:0,0;del:0,0;score:741
6	591782	83288	84283	-	159227654	995	0	995	0.0000	60	mm:0;ins:0,0;del:0,0;score:995
1	1238593	839262	840722	+	159339573	1460	0	1460	0.0000	60	mm:0;ins:0,0;del:0,0;score:1460
13	131654	4735	6195	-	159339573	1460	0	1460	0.0000	60	mm:0;ins:0,0;del:0,0;score:1460
19	62488	59560	61020	-	159339573	1460	0	1460	0.0000	60	mm:0;ins:0,0;del:0,0;score:1460
2	676873	96872	96990	-	159357634	1845	1370	1488	0.0424	36	mm:5;ins:0,0;del:0,0;score:93
3	369480	176958	177029	-	159360983	1871	0	71	0.0000	60	mm:0;ins:0,0;del:0,0;score:71
2	676873	192740	193715	-	159366695	975	0	975	0.0000	60	mm:0;ins:0,0;del:0,0;score:975
7	474387	239806	239895	-	159402073	1055	0	89	0.0225	60	mm:2;ins:0,0;del:0,0;score:79
6	591782	239014	239530	+	159426489	516	0	516	0.0000	60	mm:0;ins:0,0;del:0,0;score:516
1	1238593	662514	662736	+	159489307	653	0	222	0.0180	60	mm:4;ins:0,0;del:0,0;score:202
6	591782	524640	524784	+	159523646	950	63	207	0.0278	39	mm:4;ins:0,0;del:0,0;score:124
1	1238593	528686	530565	-	159616814	1879	0	1879	0.0000	60	mm:0;ins:0,0;del:0,0;score:1879
4	319932	284889	284982	+	159669576	843	167	260	0.0215	60	mm:2;ins:0,0;del:0,0;score:83
23	48977	33467	34458	+	159714129	991	0	991	0.0000	60	mm:0;ins:0,0;del:0,0;score:991
23	48977	36885	37876	-	159714129	991	0	991	0.0000	60	mm:0;ins:0,0;del:0,0;score:991
3	369480	356248	357097	-	159715778	849	0	849	0.0000	60	mm:0;ins:0,0;del:0,0;score:849
1	1238593	1011079	1012142	+	159725436	1063	0	1063	0.0000	60	mm:0;ins:0,0;del:0,0;score:1063
8	284015	116614	117574	-	159730767	960	0	960	0.0000	60	mm:0;ins:0,0;del:0,0;score:960
1	1238593	433744	434253	+	159754275	509	0	509	0.0000	60	mm:0;ins:0,0;del:0,0;score:509
17	150032	50130	51897	-	159782430	1908	134	1908	0.0689	60	mm:92;ins:4,12;del:2,19;score:1228
12	131948	73597	74921	+	159870458	1324	0	1324	0.0000	60	mm:0;ins:0,0;del:0,0;score:1324
8	284015	245332	246358	-	159875672	1026	0	1026	0.0000	60	mm:0;ins:0,0;del:0,0;score:1026
2	676873	577200	577978	+	159926961	778	0	778	0.0000	60	mm:0;ins:0,0;del:0,0;score:778
2	676873	365507	366085	-	159934532	578	0	578	0.0000	60	mm:0;ins:0,0;del:0,0;score:578
6	591782	434611	434717	-	160067000	653	399	505	0.0189	60	mm:2;ins:0,0;del:0,0;score:96
29	5367	0	389	+	160106345	553	164	553	0.0000	0	mm:0;ins:0,0;del:0,0;score:389
35	6343	2463	3155	+	160130358	946	0	691	0.0043	60	mm:2;ins:1,1;del:0,0;score:674
35	6343	3189	3880	-	160130358	946	0	691	0.0000	60	mm:0;ins:0,0;del:0,0;score:691
10	150036	23154	23236	-	160215643	1603	261	343	0.0244	60	mm:2;ins:0,0;del:0,0;score:72
7	474387	369661	369762	+	160261861	996	7	108	0.0099	0	mm:1;ins:0,0;del:0,0;score:96
8	284015	120675	121227	-	160270779	552	0	552	0.0000	60	mm:0;ins:0,0;del:0,0;score:552
3	369480	22261	23607	+	160303285	1346	0	1346	0.0000	60	mm:0;ins:0,0;del:0,0;score:1346
7	474387	5545	6956	+	160456497	1510	50	1468	0.0663	60	mm:87;ins:0,0;del:2,7;score:957
9	183372	130768	131633	+	160568551	865	0	865	0.0000	60	mm:0;ins:0,0;del:0,0;score:865
17	150032	115451	116713	+	160585227	1262	0	1262	0.0000	60	mm:0;ins:0,0;del:0,0;score:1262
17	150032	105336	106598	-	160585227	1262	0	1262	0.0000	60	mm:0;ins:0,0;del:0,0;score:1262
17	150032	118942	120204	-	160585227	1262	0	1262	0.0000	60	mm:0;ins:0,0;del:0,0;score:1262
